Transaction_ID,Time,Amount,Location,Transaction_Type,Old_Balance,Is_International,New_Balance,Bank_Name,Bank_Branch,Device_Type,Customer_ID,Customer_Name,Age,Gender,City,KYC_Status,Account_Type,Customer_Since_Years,Avg_Monthly_Balance,Account_Number
IMPS4PYTNI6Z89,20:29:54,3543.08,Dehradun,Online,22572.96,0,19029.88,PNB,Mumbai Central,Mobile,CUST74586302,Sneha Gupta,18.0,,Chennai,,Current,1.7,474100.12,AC100127
IMPSWOVMUZ8EDX,19:34:27,21130.7,Bangalore,ATM,91205.66,0,70074.96,SBI,Mumbai Central,,CUST97645147,Sneha Gupta,51.0,Female,Mumbai,Pending,Salary,10.9,301779.95,AC100128
NEFTTLUPKAS1Y6,13:35:25,1759.69,Mumbai,POS,18234.09,0,16474.4,,Delhi Main,,CUST50516434,Sneha Gupta,23.0,Male,Mumbai,Verified,Current,9.0,176943.05,AC100129
TXNE9MTPUCRP2,07:02:31,28159.38,Dehradun,Online,96759.1,0,68599.72,Kotak,Mumbai Central,Web,CUST90576073,Vikas Yadav,47.0,Male,Kolkata,Rejected,Current,14.0,218049.93,AC100130
NEFTB2P8Y614FF,04:47:40,21163.32,Delhi,POS,70270.82,1,49107.50000000001,SBI,Delhi Main,Mobile,CUST07235967,Priya Verma,64.0,Male,Chennai,,Current,7.5,33592.25,AC100131
TXN52YBTW98I1,20:30:47,46508.01,Dehradun,POS,63566.88,0,17058.869999999995,Kotak,Mumbai Central,Mobile,CUST72414274,Rahul Singh,55.0,,Bangalore,Rejected,Savings,0.6,167866.17,AC100132
UPIVTC4D548C9,03:35:10,22870.09,Mumbai,Online,70269.3,0,47399.21000000001,ICICI,Bangalore East,Mobile,CUST73123403,Amit Sharma,27.0,,Mumbai,Verified,Savings,1.5,341167.55,AC100133
UPI3OCJ795EKP,06:16:14,417810.3,Bangalore,ATM,20650.62,0,0.0,ICICI,Delhi Main,Mobile,CUST04620041,Vikas Yadav,37.0,,Delhi,Pending,Savings,10.4,161453.32,AC100134
NEFTVB0YQQ4E96,00:30:28,36085.03,Bangalore,Online,68240.72,0,32155.69,ICICI,Kolkata North,,CUST72014417,Rahul Singh,41.0,Male,Mumbai,,Savings,3.6,3315.38,AC100135
TXNXV7WOJBPZ2,05:06:24,12245.16,Dehradun,ATM,34410.55,0,22165.390000000003,HDFC,Bangalore East,ATM,CUST10917279,Sneha Gupta,53.0,,Mumbai,Rejected,Current,0.2,484000.83,AC100136
TXNWXM2UDSYKZ,14:16:47,34674.1,Dehradun,Online,94310.6,0,59636.50000000001,Kotak,Mumbai Central,Web,CUST80749926,Vikas Yadav,35.0,Female,Mumbai,,Savings,12.8,60018.72,AC100137
UPIG0NWBIZQCR,13:36:24,19896.04,Mumbai,Online,43623.48,0,23727.44,PNB,Bangalore East,ATM,CUST10269191,Sneha Gupta,54.0,Male,Kolkata,,Current,13.9,194392.82,AC100138
UPI8M1NZ83T7G,07:58:13,14432.08,Bangalore,Online,80548.29,0,66116.20999999999,ICICI,Delhi Main,Mobile,CUST73239947,Neha Joshi,23.0,,Mumbai,Rejected,Salary,14.0,151352.41,AC100139
NEFTVWD8JVNC5A,07:41:52,12748.52,Delhi,Online,40874.81,0,28126.29,HDFC,,Mobile,CUST81249198,Rahul Singh,51.0,,Chennai,,Salary,14.7,52176.68,AC100140
IMPSWIR0QREPY5,23:05:04,17159.09,Delhi,Online,16743.48,0,0.0,Axis,Bangalore East,,CUST25980961,Priya Verma,,Other,Chennai,Pending,Salary,6.1,44679.95,AC100141
TXNQ57CSRIZXX,22:59:58,25782.93,Dehradun,Online,63171.34,0,37388.41,SBI,Delhi Main,Web,CUST43148721,Priya Verma,42.0,,,Verified,Salary,13.1,56136.41,AC100142
UPIV1GTLIH6RS,21:49:47,45716.11,Delhi,ATM,99643.43,0,53927.31999999999,ICICI,,Mobile,CUST66947056,Neha Joshi,59.0,Other,Delhi,Pending,Current,8.9,348628.04,AC100143
NEFT03EGL690RH,11:49:17,45535.67,Dehradun,POS,67533.55,0,21997.880000000005,ICICI,Chennai South,Mobile,CUST22599960,Vikas Yadav,62.0,Female,Lucknow,,Current,3.2,340390.49,AC100144
NEFT28NFW6KQSF,06:32:54,39785.74,Delhi,POS,3498.5,0,0.0,Kotak,Chennai South,Web,CUST91664496,Amit Sharma,25.0,Other,Chennai,,Current,5.1,80859.25,AC100145
IMPSEQ9WWE2MYM,01:42:48,41601.56,Bangalore,ATM,36158.03,0,0.0,SBI,Bangalore East,Mobile,CUST34421861,Neha Joshi,42.0,Female,Bangalore,Pending,Salary,13.1,495811.96,AC100146
NEFTTFI5W3LU2K,18:02:05,29971.52,Bangalore,POS,18036.83,0,0.0,HDFC,Mumbai Central,Mobile,CUST70741256,Neha Joshi,23.0,,Chennai,Rejected,Savings,11.4,25932.43,AC100147
UPIVUQS5NVAQR,21:24:12,29684.27,Delhi,Online,74315.91,0,44631.64,Axis,Delhi Main,ATM,CUST37499790,Priya Verma,44.0,Male,Lucknow,Pending,Current,13.8,242933.65,AC100148
IMPSJTK9ERSC3L,16:04:14,20192.9,Mumbai,POS,13396.84,0,0.0,SBI,Kolkata North,ATM,CUST29206365,Rahul Singh,21.0,Female,Chennai,Verified,Salary,13.1,264603.86,AC100149
NEFTD6LWPOXLUB,13:25:54,5808.34,Delhi,ATM,8586.94,0,2778.6000000000004,HDFC,Mumbai Central,ATM,CUST08772751,Amit Sharma,58.0,Male,Delhi,Verified,Salary,7.8,450690.24,AC100150
IMPSWZJGBB2J6I,10:34:48,22346.11,Bangalore,ATM,56692.96,1,34346.85,SBI,Bangalore East,Web,CUST07301474,Rahul Singh,,Other,Kolkata,Rejected,Salary,4.9,349951.4,AC100151
NEFTX7XTNDVBX5,01:43:49,20089.34,Delhi,ATM,14571.86,0,0.0,PNB,Chennai South,,CUST07156611,Sneha Gupta,40.0,Male,Delhi,,Savings,2.2,59374.96,AC100152
UPINQQ0ZFC7YU,03:08:22,133282.65,Mumbai,ATM,55199.68,0,46314.17,SBI,,ATM,CUST53397270,Vikas Yadav,35.0,Male,Kolkata,Pending,Salary,2.8,435279.47,AC100153
IMPSNJ91NH2EG8,14:09:50,5210.28,Bangalore,ATM,70154.53,0,64944.25,HDFC,Kolkata North,,CUST61416597,Rahul Singh,42.0,Other,Chennai,Pending,Current,8.3,22583.73,AC100154
TXNDD3M1CESJY,15:46:33,18379.46,Mumbai,Online,73654.43,0,55274.97,Kotak,,Mobile,CUST54144410,Priya Verma,49.0,,Mumbai,,Savings,14.7,130664.71,AC100155
TXNXO2VULA4BC,06:53:38,39405.7,Mumbai,POS,3697.75,0,0.0,Axis,Delhi Main,,CUST65297334,Sneha Gupta,36.0,Female,Chennai,Rejected,Savings,3.5,376833.21,AC100156
TXN36B8CIVFSV,03:06:14,30632.29,Delhi,Online,45904.32,0,15272.03,SBI,Bangalore East,,CUST25188437,Sneha Gupta,53.0,Male,Bangalore,,Current,4.7,56860.27,AC100157
NEFT2JHC689RH9,09:56:17,41318.97,Bangalore,Online,61522.32,0,20203.35,ICICI,Mumbai Central,ATM,CUST54639151,Vikas Yadav,35.0,Male,Delhi,Verified,Salary,9.6,133239.04,AC100158
NEFTHKBIJHZRN6,05:35:28,1193.55,Bangalore,POS,31868.41,0,30674.86,Kotak,Bangalore East,ATM,CUST91789970,Sneha Gupta,39.0,Other,,Rejected,Salary,3.4,30078.96,AC100159
TXNOKKMVDM9LE,18:26:52,33122.49,Dehradun,ATM,61232.48,0,28109.990000000005,ICICI,Mumbai Central,,CUST99690838,Priya Verma,66.0,,,Rejected,Current,2.7,393363.42,AC100160
UPIRZAC0QW03V,15:57:38,69055.05,Mumbai,Online,67751.63,0,63147.96000000001,ICICI,Mumbai Central,Web,CUST54694300,Priya Verma,,Male,Delhi,,Salary,6.3,155164.64,AC100161
TXNVJQ7D72CSW,00:06:24,48169.17,Bangalore,Online,56317.83,0,8148.6600000000035,Kotak,Kolkata North,Web,CUST32004331,Vikas Yadav,22.0,,,Verified,Current,3.2,229111.42,AC100162
TXNW2JZV17TW9,06:28:48,26536.74,Mumbai,POS,83058.26,0,56521.51999999999,PNB,Chennai South,Mobile,CUST93210897,Priya Verma,42.0,Male,Bangalore,,Savings,1.0,35295.1,AC100163
UPIT2LTMDNTX6,21:01:37,21255.14,Dehradun,ATM,46106.3,0,24851.160000000003,SBI,Bangalore East,ATM,CUST12273109,Priya Verma,50.0,Female,Chennai,Verified,Current,0.3,39113.47,AC100164
IMPSEW2M4D6U2T,23:12:04,6132.01,Delhi,POS,5631.8,0,0.0,Axis,,Mobile,CUST21604689,Vikas Yadav,55.0,Male,Delhi,,Savings,7.6,204323.25,AC100165
NEFTDMF6NXPSIF,06:33:45,123626.55,Delhi,ATM,83545.4,0,75303.62999999999,Axis,Bangalore East,Mobile,CUST40495841,Sneha Gupta,33.0,,Lucknow,,Salary,1.8,290110.38,AC100166
TXNVRJZYDYHBI,21:41:09,13048.66,Dehradun,POS,88274.78,0,75226.12,ICICI,Mumbai Central,ATM,CUST02068411,Priya Verma,48.0,Other,Delhi,Rejected,Current,8.7,166350.14,AC100167
IMPS8MZXRPFF94,00:47:49,18266.63,Delhi,Online,23946.58,0,5679.950000000001,,Kolkata North,,CUST98201316,Sneha Gupta,47.0,Female,Bangalore,Pending,Current,5.0,278460.3,AC100168
TXN5468QRO6N0,04:45:44,35895.91,Dehradun,POS,30083.81,0,0.0,Axis,Kolkata North,ATM,CUST73665717,Rahul Singh,62.0,,Bangalore,,Salary,6.4,240736.82,AC100169
UPIXT252A3XN3,23:30:59,4483.93,Mumbai,Online,36792.6,0,32308.67,SBI,Delhi Main,ATM,CUST85320454,Vikas Yadav,29.0,Male,Mumbai,Verified,Current,5.4,153584.43,AC100170
NEFT60KMDYZ89N,23:03:09,42648.45,Delhi,POS,27492.48,0,0.0,PNB,Bangalore East,ATM,CUST68774807,Priya Verma,66.0,Other,Chennai,,Savings,8.1,393438.67,AC100171
IMPS5J3SBZEF3E,08:09:35,503.17,Mumbai,ATM,77655.97,1,77152.8,HDFC,Chennai South,Mobile,CUST19305550,Rahul Singh,60.0,,,Verified,Savings,7.0,57664.96,AC100172
TXNJRQOSHO17S,13:42:56,25082.59,Delhi,ATM,58070.77,0,32988.17999999999,ICICI,Delhi Main,ATM,CUST70997790,Neha Joshi,24.0,Male,Kolkata,,Salary,8.2,260237.76,AC100173
TXNEP3JP94SB0,12:14:38,125408.4,Mumbai,POS,74829.58,0,66469.02,PNB,,,CUST71544809,Amit Sharma,32.0,Male,Kolkata,Pending,Salary,10.3,227349.23,AC100174
IMPSIHG3HQLP1A,22:28:30,29128.3,Dehradun,POS,71571.75,0,42443.45,,Chennai South,ATM,CUST63634876,Neha Joshi,50.0,Male,Lucknow,Verified,Savings,3.8,422819.83,AC100175
IMPSRBPCYESIJW,06:34:24,5373.61,Delhi,ATM,55140.72,0,49767.11,Kotak,Kolkata North,Web,CUST20476307,Amit Sharma,60.0,Other,Bangalore,,Savings,14.8,151222.78,AC100176
UPIT66FC6TQPX,05:55:52,36228.05,Bangalore,POS,38533.64,0,2305.5899999999965,PNB,Bangalore East,Mobile,CUST04244494,Rahul Singh,62.0,Male,Chennai,Pending,Savings,9.8,472694.77,AC100177
NEFTEMEC3C4QDR,10:24:01,37979.25,Delhi,Online,13216.68,0,0.0,HDFC,,ATM,CUST97422045,Vikas Yadav,67.0,,,,Savings,10.4,93959.43,AC100178
TXN6HFE98G96N,16:09:01,24020.86,Delhi,POS,89098.49,0,65077.630000000005,SBI,Delhi Main,,CUST66513080,Rahul Singh,19.0,Female,Chennai,Verified,Current,13.3,455715.01,AC100179
UPI53IC4W1FMZ,15:28:00,24738.98,Bangalore,POS,91240.61,0,66501.63,PNB,Kolkata North,ATM,CUST62524678,Sneha Gupta,24.0,Female,Kolkata,,Savings,2.7,267369.26,AC100180
TXNOHMH7UAV7H,18:23:55,12986.18,Bangalore,ATM,21163.05,0,8176.869999999999,SBI,Bangalore East,Web,CUST84340170,Amit Sharma,21.0,Other,,,Savings,3.5,245789.99,AC100181
UPISD7NBWUIUP,22:14:37,18996.32,Delhi,Online,50607.7,0,31611.38,HDFC,Bangalore East,Mobile,CUST85706173,Amit Sharma,50.0,,Lucknow,Verified,Savings,9.0,170336.1,AC100182
TXNLI1LSQR4UF,04:33:09,3202.3,Dehradun,ATM,14650.64,0,11448.34,Axis,Bangalore East,Mobile,CUST81838498,Neha Joshi,46.0,Male,Chennai,Pending,Salary,6.6,483921.7,AC100183
UPIS3XD5KTOXU,09:12:39,14737.53,Mumbai,POS,21334.74,0,6597.210000000001,PNB,Kolkata North,ATM,CUST97384611,Vikas Yadav,52.0,,Bangalore,Pending,Salary,1.0,80554.9,AC100184
UPIUO8KN2JMT2,01:32:10,20157.37,Dehradun,ATM,62107.65,0,41950.28,,Bangalore East,,CUST81275808,Neha Joshi,56.0,,Delhi,Pending,Salary,2.0,151164.1,AC100185
TXN2Q6CAJHL38,02:25:02,11766.34,Dehradun,ATM,58084.79,0,46318.45,,Mumbai Central,Web,CUST60978578,Neha Joshi,49.0,Female,Lucknow,,Current,5.8,20326.08,AC100186
IMPSG3D3X7H9GI,12:05:25,29475.97,Delhi,Online,75189.65,1,45713.67999999999,Axis,,Mobile,CUST33887818,Rahul Singh,41.0,Male,Bangalore,Verified,Savings,8.5,238780.58,AC100187
IMPS68VUTLZ6JU,09:23:47,4391.9,Delhi,POS,46344.2,0,41952.3,Kotak,Delhi Main,ATM,CUST74216188,Amit Sharma,45.0,Other,Mumbai,,Current,6.7,311043.84,AC100188
UPIL3TIK3MQSB,23:01:13,21958.43,Delhi,POS,64615.18,0,42656.75,PNB,Chennai South,ATM,CUST88835444,Amit Sharma,47.0,Other,Chennai,Rejected,Salary,14.5,417662.9,AC100189
UPIV6Q78ZPFDJ,08:56:57,48067.7,Mumbai,POS,43181.03,0,0.0,Kotak,Chennai South,Web,CUST95917271,Amit Sharma,43.0,Female,Kolkata,,Current,1.8,138201.01,AC100190
UPI5XJTTZ8WPD,12:30:02,29067.56,Mumbai,POS,29959.13,0,891.5699999999997,,,Web,CUST51880014,Sneha Gupta,43.0,,Bangalore,Rejected,Savings,2.4,398704.73,AC100191
TXNEMM1VFAJYQ,05:00:47,38703.03,Delhi,POS,61613.56,0,22910.53,Axis,Kolkata North,Web,CUST34546446,Vikas Yadav,44.0,Female,Chennai,Pending,Salary,11.2,320394.76,AC100192
UPI8FCCSFDSPF,17:10:58,26406.0,Bangalore,POS,98222.9,0,71816.9,Kotak,Delhi Main,Web,CUST25472748,Sneha Gupta,22.0,Female,Delhi,Pending,Salary,14.2,37881.68,AC100193
IMPS428WEK6KTJ,11:45:18,41128.55,Bangalore,Online,20784.29,0,0.0,Kotak,Chennai South,ATM,CUST51612450,Neha Joshi,65.0,Male,Delhi,Verified,Salary,4.0,159247.64,AC100194
UPI7AD13L712V,05:28:58,523.8,Mumbai,Online,79153.79,0,78629.98999999999,Kotak,Kolkata North,,CUST57778542,Vikas Yadav,51.0,,Lucknow,Pending,Current,9.3,450509.87,AC100195
NEFTW3Z4TC6GEY,11:41:47,47467.87,Mumbai,ATM,78890.18,0,31422.30999999999,,Kolkata North,Mobile,CUST29173804,Vikas Yadav,63.0,Male,Mumbai,,Current,7.7,116316.75,AC100196
NEFTRX4DENYWJS,19:28:11,36905.9,Mumbai,POS,42037.09,0,5131.189999999995,SBI,Mumbai Central,Web,CUST09857322,Vikas Yadav,45.0,Other,Chennai,,Salary,10.8,311986.62,AC100197
TXNAATIPBNL4R,14:55:07,11406.18,Mumbai,POS,18839.38,1,7433.200000000001,ICICI,Kolkata North,ATM,CUST16198354,Rahul Singh,37.0,,Lucknow,,Current,0.7,375859.66,AC100198
NEFTJ0KRUCGHG9,23:06:51,20292.14,Delhi,POS,44400.11,0,24107.97,SBI,Mumbai Central,,CUST73801174,Neha Joshi,31.0,,,Pending,Savings,7.2,237197.84,AC100199
TXNL219K8DPBB,11:20:18,26032.4,Mumbai,Online,2311.85,0,0.0,SBI,Mumbai Central,Web,CUST49028739,Vikas Yadav,59.0,Other,Lucknow,Rejected,Salary,7.0,443921.56,AC100200
IMPST8D8IFPBEF,07:33:12,14976.85,Delhi,ATM,94925.7,0,79948.84999999999,HDFC,,Web,CUST04079755,Neha Joshi,64.0,,Chennai,Rejected,Savings,14.3,378761.61,AC100201
IMPSNFMAN27KIC,00:17:42,32282.23,Delhi,POS,68533.16,0,36250.93000000001,Kotak,Bangalore East,,CUST25303155,Rahul Singh,64.0,Male,Lucknow,Rejected,Salary,10.6,75264.39,AC100202
IMPS9LJN1B89BV,02:15:10,25300.12,Delhi,ATM,21239.62,0,0.0,Axis,Kolkata North,,CUST78397033,Rahul Singh,57.0,,Bangalore,,Savings,3.3,3989.6,AC100203
IMPSIG4Q04BJNT,10:11:08,5659.6,Dehradun,POS,79653.6,0,73994.0,Axis,,,CUST97473115,Priya Verma,69.0,Male,Lucknow,,Savings,0.8,127610.88,AC100204
NEFT7TSJKD8XGR,18:46:03,23438.18,Mumbai,ATM,36229.62,0,12791.440000000002,Axis,Mumbai Central,Mobile,CUST95360954,Neha Joshi,23.0,Female,Bangalore,,Savings,3.0,73076.67,AC100205
TXNBUW7BGP94M,01:17:01,44547.15,Delhi,POS,71994.94,0,69025.13,ICICI,,Web,CUST97537067,Sneha Gupta,59.0,,Lucknow,Verified,Current,12.4,350539.78,AC100206
IMPSB26ZH2T48L,08:28:55,13651.48,Delhi,POS,94185.97,0,80534.49,,Bangalore East,Web,CUST57489111,Rahul Singh,19.0,Female,Bangalore,Verified,Current,8.0,344505.33,AC100207
IMPSJHRUPFLP25,12:14:24,33099.68,Delhi,POS,46722.5,0,13622.82,PNB,Chennai South,Web,CUST38247758,Priya Verma,22.0,Other,Lucknow,Pending,Savings,0.4,53025.95,AC100208
IMPSZ5CCQQ1MPF,02:25:17,15647.98,Dehradun,Online,12364.9,0,0.0,SBI,Kolkata North,Mobile,CUST96714609,Rahul Singh,31.0,Male,Chennai,Verified,Savings,13.8,22959.41,AC100209
TXNF0PEV48PBT,06:06:16,48728.64,Bangalore,ATM,77457.8,0,28729.160000000003,Axis,Chennai South,Web,CUST46984963,Rahul Singh,62.0,Female,Kolkata,Verified,Current,7.0,95491.43,AC100210
NEFTY7NKRRVPI8,00:44:55,31267.55,Bangalore,POS,9308.03,0,0.0,ICICI,Bangalore East,Web,CUST99504763,Priya Verma,68.0,Other,Bangalore,Verified,Savings,3.1,344516.74,AC100211
NEFT4CKOWT9SNV,14:42:01,36773.87,Bangalore,ATM,5156.56,0,0.0,,Bangalore East,Mobile,CUST20571151,Amit Sharma,59.0,Female,Delhi,,Salary,0.0,110755.37,AC100212
IMPS75NK8X7GVX,10:29:04,32543.06,Delhi,ATM,94521.91,0,61978.850000000006,HDFC,Mumbai Central,Web,CUST50972165,Sneha Gupta,67.0,,Kolkata,Pending,Savings,14.6,80691.72,AC100213
TXNZZRD475LE9,00:17:42,46763.33,Delhi,POS,6999.89,0,0.0,SBI,Chennai South,,CUST36075791,Sneha Gupta,68.0,Male,Lucknow,Verified,Salary,6.0,238908.16,AC100214
NEFTW0OUTEFO3A,10:38:24,38016.7,Delhi,POS,20905.45,0,0.0,Kotak,Chennai South,Mobile,CUST56274679,Sneha Gupta,65.0,Male,Bangalore,Rejected,Savings,4.2,405437.85,AC100215
IMPS7EWPUKI1G7,18:51:03,578411.25,Dehradun,Online,59885.52,0,21324.77,Axis,,ATM,CUST00907319,Rahul Singh,69.0,,Delhi,,Current,7.3,5736.09,AC100216
NEFT83LWOM2NRM,00:01:17,37724.96,Mumbai,Online,96898.79,0,59173.83,Kotak,,,CUST15608798,Rahul Singh,19.0,,Bangalore,Rejected,Current,2.4,102568.53,AC100217
NEFTZ989N8KTYX,07:34:45,49062.76,Dehradun,ATM,87437.78,1,38375.02,HDFC,Mumbai Central,ATM,CUST11924929,Priya Verma,19.0,Female,Mumbai,Verified,Current,13.6,64836.11,AC100218
UPIFLKHOHEKZG,01:44:14,4526.84,Mumbai,POS,33888.35,0,29361.51,HDFC,Delhi Main,,CUST77397041,Neha Joshi,30.0,Female,Bangalore,Verified,Salary,13.6,172724.16,AC100219
TXNB937LTJ1J4,06:48:24,11889.54,Bangalore,Online,31058.77,0,19169.23,Kotak,Chennai South,Web,CUST28794595,Sneha Gupta,54.0,Female,Bangalore,Pending,Savings,1.5,486312.87,AC100220
NEFTSHR8PXRB9Z,11:03:29,28779.41,Bangalore,ATM,84641.37,0,55861.95999999999,SBI,Kolkata North,Web,CUST26112251,Vikas Yadav,59.0,Other,Kolkata,Verified,Current,11.4,476495.76,AC100221
UPIVZTYR79P75,09:03:26,28902.72,Delhi,ATM,32338.42,0,3435.699999999997,HDFC,Mumbai Central,Mobile,CUST47091280,Vikas Yadav,,Male,Mumbai,Verified,Savings,5.5,275851.29,AC100222
TXNG8XUBMXEKM,19:58:30,7097.04,Mumbai,POS,7765.08,0,668.04,HDFC,Mumbai Central,,CUST58313312,Priya Verma,,,Bangalore,,Current,3.5,259821.09,AC100223
NEFT3HFYP13YV1,12:51:11,16894.5,Dehradun,Online,82426.97,0,65532.47,,Mumbai Central,Mobile,CUST71220382,Neha Joshi,51.0,Female,Lucknow,Rejected,Savings,14.9,415829.7,AC100224
TXNJ8U9OVUPW8,18:11:50,21690.68,Bangalore,ATM,93902.96,0,72212.28,Kotak,,ATM,CUST63996309,Amit Sharma,69.0,Other,Kolkata,Pending,Salary,9.0,494370.63,AC100225
IMPSZCLDUK2H0S,20:45:40,11469.83,Mumbai,ATM,76091.69,0,64621.86,PNB,Bangalore East,Mobile,CUST76020781,Priya Verma,35.0,Other,Chennai,Verified,Current,7.8,332459.41,AC100226
IMPS44OT67W9SA,20:41:00,29893.92,Delhi,ATM,64264.18,1,34370.26,,Mumbai Central,ATM,CUST55574879,Priya Verma,44.0,Male,Chennai,Rejected,Savings,2.6,275211.64,AC100227
TXNQYELAVA6VT,15:05:40,47367.53,Mumbai,ATM,72710.1,0,25342.570000000007,Kotak,Kolkata North,Web,CUST36487720,Priya Verma,34.0,,Mumbai,,Savings,1.2,38005.81,AC100228
NEFT7V4SM6MI09,14:54:42,25047.24,Delhi,ATM,63005.91,0,37958.67,,Bangalore East,Web,CUST74558720,Sneha Gupta,37.0,Other,Kolkata,Verified,Salary,14.7,133075.42,AC100229
IMPSXYCT9LASQY,14:30:56,26352.59,Dehradun,ATM,2136.59,0,0.0,,Chennai South,Web,CUST57536023,Vikas Yadav,48.0,Female,Chennai,Rejected,Current,2.5,59550.6,AC100230
UPIKC6FQ2NTQS,03:09:54,18753.05,Bangalore,Online,44097.1,0,25344.05,HDFC,Kolkata North,ATM,CUST14432030,Priya Verma,20.0,,Delhi,Rejected,Salary,14.7,231675.91,AC100231
IMPSRZBSEV6OBF,11:37:12,18271.67,Dehradun,Online,16472.09,0,0.0,Axis,Kolkata North,,CUST57515402,Rahul Singh,,Female,Lucknow,Verified,Current,7.2,195104.82,AC100232
UPI8EXNI9Z7CT,10:19:17,4562.33,Mumbai,Online,60112.48,0,55550.15,SBI,Delhi Main,ATM,CUST14715142,Neha Joshi,46.0,,Lucknow,Verified,Current,7.6,312255.95,AC100233
TXN8R5DR70WUS,06:47:46,62569.5,Mumbai,POS,86500.5,0,82329.2,HDFC,Kolkata North,Web,CUST20818682,Neha Joshi,49.0,Male,Mumbai,Rejected,Current,11.5,388948.11,AC100234
NEFT9U23ZRTT7T,07:46:56,38811.21,Bangalore,ATM,16401.57,0,0.0,SBI,Mumbai Central,ATM,CUST63717866,Rahul Singh,56.0,,Lucknow,,Current,0.8,266949.97,AC100235
NEFTO629H5G55P,05:48:52,37931.7,Bangalore,ATM,28822.77,0,0.0,SBI,Delhi Main,,CUST65494888,Priya Verma,22.0,Other,Delhi,,Salary,10.0,483675.47,AC100236
NEFTLF2K4A9I2E,03:03:43,16577.92,Delhi,Online,87665.16,0,71087.24,SBI,Delhi Main,ATM,CUST17011801,Amit Sharma,52.0,Female,Delhi,,Savings,13.4,147548.81,AC100237
UPIP9T0VNKFS3,14:10:05,26506.6,Dehradun,ATM,80911.74,0,54405.14000000001,SBI,Kolkata North,,CUST86464611,Sneha Gupta,64.0,Other,Mumbai,,Savings,8.8,356181.05,AC100238
IMPSSETHOYGLY0,16:26:41,43239.79,Mumbai,Online,31144.76,0,0.0,HDFC,Bangalore East,ATM,CUST37285176,Amit Sharma,,Other,Bangalore,Pending,Current,14.4,148507.66,AC100239
TXNGO5LM8W7QP,05:07:11,5084.69,Mumbai,ATM,35115.8,1,30031.110000000004,PNB,,Web,CUST79562211,Vikas Yadav,44.0,Other,,,Current,9.1,15491.63,AC100240
NEFTXW3UG8I4UR,11:24:50,20477.31,Mumbai,POS,94971.65,0,74494.34,,Mumbai Central,ATM,CUST24118776,Amit Sharma,58.0,Female,,Rejected,Savings,8.5,339871.09,AC100241
IMPSA0ASPR71WX,23:31:05,17994.57,Bangalore,POS,35359.17,0,17364.6,PNB,Mumbai Central,Web,CUST32827829,Amit Sharma,18.0,,Bangalore,,Current,1.0,365219.17,AC100242
UPIKC3HDZ7TOQ,05:02:21,48134.33,Dehradun,Online,18038.95,0,0.0,PNB,Mumbai Central,Mobile,CUST64906301,Neha Joshi,32.0,Other,Delhi,Pending,Savings,5.4,337657.71,AC100243
TXNEKKJJDLV2Y,21:19:57,8004.32,Mumbai,POS,93423.54,0,85419.22,HDFC,Mumbai Central,ATM,CUST07044664,Neha Joshi,18.0,Female,Mumbai,Pending,Current,5.0,57227.83,AC100244
TXNYQLC2RTAUQ,04:10:34,7131.63,Bangalore,ATM,85757.12,0,78625.48999999999,ICICI,Delhi Main,ATM,CUST52980501,Neha Joshi,30.0,Male,Chennai,Verified,Current,3.1,383252.93,AC100245
UPIXF470AVHNM,10:10:31,6060.92,Bangalore,Online,76715.3,1,70654.38,SBI,Mumbai Central,Mobile,CUST90566152,Priya Verma,58.0,Male,Lucknow,,Savings,2.4,99816.43,AC100246
IMPS90M1ESQBR2,00:36:40,2791.39,Dehradun,Online,81123.12,0,78331.73,Kotak,Kolkata North,Web,CUST44261540,Vikas Yadav,21.0,,Lucknow,Verified,Current,3.5,224568.27,AC100247
UPISU4YZC2RSY,11:55:41,41541.19,Dehradun,Online,12589.54,0,0.0,HDFC,Chennai South,Web,CUST20834505,Vikas Yadav,51.0,Other,Delhi,Verified,Savings,13.4,477959.61,AC100248
IMPSSR9STZEUYW,00:50:51,25828.15,Bangalore,ATM,45192.3,0,19364.15,HDFC,Chennai South,,CUST20176076,Neha Joshi,50.0,Male,Chennai,,Salary,12.6,437213.29,AC100249
NEFTNGKIPHPDP3,15:23:13,5490.47,Mumbai,Online,75619.67,0,70129.2,HDFC,Bangalore East,Web,CUST40818952,Neha Joshi,43.0,Other,Chennai,,Salary,9.2,416326.65,AC100250
UPIY2AEELH04A,01:06:40,42875.14,Delhi,ATM,78593.47,0,35718.33,Kotak,,Web,CUST47697016,Amit Sharma,30.0,Other,Kolkata,Rejected,Current,7.3,200651.44,AC100251
NEFT9ETGDMPTU9,02:35:48,24245.7,Bangalore,ATM,46032.37,0,21786.67,PNB,Kolkata North,Web,CUST22816401,Rahul Singh,40.0,Female,Chennai,Pending,Savings,2.9,424611.12,AC100252
TXNWED0J2L028,09:32:29,11594.99,Delhi,Online,56398.31,0,44803.32,HDFC,,,CUST32800956,Rahul Singh,67.0,Male,,Pending,Salary,7.8,143174.51,AC100253
IMPSA7B0HD5SMO,03:44:16,17461.25,Bangalore,POS,60427.86,0,42966.61,Axis,Delhi Main,ATM,CUST49374090,Sneha Gupta,25.0,Male,Kolkata,,Current,1.9,65193.18,AC100254
